alma_id,nome,motivo
rosca-scott-unilateral-com-halter,Rosca scott unilateral com halter,C_REVISAR
floor-press-unilateral-com-barra,Floor press unilateral com barra,C_REVISAR
triceps-unilateral-pronado-com-halter,Tríceps unilateral pronado com halter,C_REVISAR
triceps-unilateral-supinado-com-halter,Tríceps unilateral supinado com halter,C_REVISAR
meio-gafanhoto-yoga,Meio gafanhoto (yoga),C_REVISAR
pendurar-se-com-uma-mao,Pendurar-se com uma mão,C_REVISAR
agachamento-bulgaro-com-barra,Agachamento búlgaro com barra,C_REVISAR
clean-palma-aberta-com-kettlebell,Clean palma aberta com kettlebell,D_ORFAO
otis-up-abdominal-com-peso,Otis-up (abdominal com peso),D_ORFAO
rosca-crucifixo-na-polia-alta,Rosca crucifixo na polia alta,C_REVISAR
alongamento-de-dorsal-sentado-com-parceiro,Alongamento de dorsal sentado (com parceiro),D_ORFAO
alongamento-de-bracos-acima-da-cabeca,Alongamento de braços acima da cabeça,D_ORFAO
pallof-press-com-rotacao,Pallof press com rotação,C_REVISAR
rosca-punho-invertida-com-barra-no-banco,Rosca punho invertida com barra no banco,C_REVISAR
mergulho-nas-paralelas,Mergulho nas paralelas,C_REVISAR
bascula-pelvica-com-ponte,Báscula pélvica com ponte,C_REVISAR
liberacao-miofascial-dos-fibulares-rolo,Liberação miofascial dos fibulares (rolo),D_ORFAO
alongamento-dos-fibulares-com-faixa,Alongamento dos fibulares com faixa,D_ORFAO
supino-no-pino-pin-press,Supino no pino (pin press),C_REVISAR
liberacao-miofascial-do-piriforme-rolo,Liberação miofascial do piriforme (rolo),D_ORFAO
rotacao-russa-com-anilha,Rotação russa com anilha,C_REVISAR
deslizamento-de-posterior-no-chao,Deslizamento de posterior no chão,C_REVISAR
flexao-pliometrica-no-kettlebell,Flexão pliométrica no kettlebell,C_REVISAR
alongamento-do-tibial-posterior-com-faixa,Alongamento do tibial posterior com faixa,D_ORFAO
power-clean,Power clean,C_REVISAR
power-clean-dos-blocos,Power clean dos blocos,C_REVISAR
power-jerk,Power jerk,C_REVISAR
elevacao-lateral-parcial-power-partials,Elevação lateral parcial (power partials),D_ORFAO
power-snatch,Power snatch,C_REVISAR
power-snatch-dos-blocos,Power snatch dos blocos,C_REVISAR
escada-de-forca-power-stairs,Escada de força (power stairs),C_REVISAR
abdominal-com-press-de-barra,Abdominal com press de barra,C_REVISAR
flexao-de-perna-manual-com-parceiro,Flexão de perna manual (com parceiro),D_ORFAO
sprint-com-treno-prowler,Sprint com trenó (prowler),D_ORFAO
pull-through-na-polia,Pull through na polia,D_ORFAO
push-press-por-tras-da-nuca,Push press por trás da nuca,C_REVISAR
flexao-com-prancha-lateral,Flexão com prancha lateral,D_ORFAO
flexao-pegada-aberta-e-fechada,Flexão (pegada aberta e fechada),D_ORFAO
piramide-na-bola-suica,Pirâmide na bola suíça,D_ORFAO
alongamento-de-quadriceps-com-faixa,Alongamento de quadríceps com faixa,C_REVISAR
liberacao-miofascial-do-quadriceps-rolo,Liberação miofascial do quadríceps (rolo),D_ORFAO
salto-rapido-na-caixa,Salto rápido na caixa,C_REVISAR
entrega-no-rack-tecnica-de-clean,Entrega no rack (técnica de clean),D_ORFAO
rack-pull-com-elasticos,Rack pull com elásticos,C_REVISAR
elevacao-de-perna-em-quatro-apoios,Elevação de perna em quatro apoios,C_REVISAR
bicicleta-reclinada-horizontal,Bicicleta reclinada (horizontal),C_REVISAR
recepcao-e-devolucao-de-medicine-ball,Recepção e devolução de medicine ball,D_ORFAO
supino-com-elasticos-reversos,Supino com elásticos reversos,C_REVISAR
box-squat-com-elasticos-reversos,Box squat com elásticos reversos,C_REVISAR
levantamento-terra-com-elasticos-reversos,Levantamento terra com elásticos reversos,C_REVISAR
agachamento-com-elasticos-reversos,Agachamento com elásticos reversos,C_REVISAR
terra-sumo-com-elasticos-reversos,Terra sumô com elásticos reversos,C_REVISAR
rosca-scott-inversa,Rosca scott inversa,C_REVISAR
rosca-inversa-na-polia,Rosca inversa na polia,C_REVISAR
crucifixo-inverso-com-rotacao-externa,Crucifixo inverso com rotação externa,C_REVISAR
triceps-pulley-supinado,Tríceps pulley supinado,C_REVISAR
hiperextensao-reversa,Hiperextensão reversa,C_REVISAR
crucifixo-inverso-na-maquina-voador-invertido,Crucifixo inverso na máquina (voador invertido),D_ORFAO
rosca-inversa-com-anilha,Rosca inversa com anilha,C_REVISAR
supino-pegada-invertida-triceps,Supino pegada invertida (tríceps),C_REVISAR
liberacao-miofascial-dos-romboides-rolo,Liberação miofascial dos romboides (rolo),D_ORFAO
caminhada-com-frame-rickshaw-carry,Caminhada com frame (rickshaw carry),C_REVISAR
levantamento-terra-no-frame-rickshaw,Levantamento terra no frame (rickshaw),C_REVISAR
barra-fixa-alternada-frente-nuca-rocky,Barra fixa alternada frente/nuca (Rocky),C_REVISAR
alongamento-de-ombros-com-bastao,Alongamento de ombros com bastão,D_ORFAO
carregamento-de-sandbag,Carregamento de sandbag,D_ORFAO
rotacao-de-tronco-sentado-com-barra,Rotação de tronco sentado com barra,C_REVISAR
triceps-coice-duplo-sentado,Tríceps coice duplo sentado,C_REVISAR
alongamento-de-biceps-sentado-com-parceiro,Alongamento de bíceps sentado (com parceiro),D_ORFAO
desenvolvimento-na-polia-sentado,Desenvolvimento na polia sentado,C_REVISAR
alongamento-de-panturrilha-sentado,Alongamento de panturrilha sentado,C_REVISAR
rosca-concentrada-com-barra-sentado,Rosca concentrada com barra sentado,C_REVISAR
rosca-aberta-sentado-biceps-interno,Rosca aberta sentado (bíceps interno),C_REVISAR
alongamento-de-deltoide-frontal-com-parceiro,Alongamento de deltoide frontal (com parceiro),C_REVISAR
alongamento-de-gluteo-sentado-com-parceiro,Alongamento de glúteo sentado (com parceiro),C_REVISAR
bom-dia-sentado-na-caixa,Bom dia sentado (na caixa),C_REVISAR
extensao-de-pescoco-com-capacete-de-tracao,Extensão de pescoço com capacete de tração,D_ORFAO
remada-baixa-unilateral-na-polia,Remada baixa unilateral na polia,C_REVISAR
alongamento-lateral-sentado-borboleta,Alongamento lateral sentado (borboleta),D_ORFAO
rosca-punho-invertida-com-barra-sentado,Rosca punho invertida com barra sentado,C_REVISAR
desenvolvimento-gangorra-see-saw-press,Desenvolvimento gangorra (see-saw press),D_ORFAO
remada-shotgun-unilateral-na-polia-baixa,Remada shotgun (unilateral na polia baixa),D_ORFAO
circulos-de-ombros,Círculos de ombros,D_ORFAO
elevacao-de-ombros,Elevação de ombros,D_ORFAO
alongamento-lateral-deitado,Alongamento lateral deitado,D_ORFAO
saltos-laterais-com-sprint,Saltos laterais com sprint,D_ORFAO
elevacao-lateral-com-frontal-combinada,Elevação lateral com frontal combinada,D_ORFAO
elevacao-lateral-de-perna-em-pe,Elevação lateral de perna em pé,D_ORFAO
alongamento-de-virilha-deitado-de-lado,Alongamento de virilha deitado de lado,D_ORFAO
salto-lateral-em-distancia,Salto lateral em distância,D_ORFAO
barra-fixa-lado-a-lado,Barra fixa lado a lado,D_ORFAO
alongamento-de-costas-puxando-o-punho,Alongamento de costas puxando o punho,D_ORFAO
deslocamento-lateral-na-caixa-shuffle,Deslocamento lateral na caixa (shuffle),D_ORFAO
crossover-unilateral-alternado,Crossover unilateral alternado,C_REVISAR
flexao-com-um-braco,Flexão com um braço,D_ORFAO
drill-de-pes-rapidos-no-cone,Drill de pés rápidos no cone,D_ORFAO
subida-unilateral-na-caixa-alta,Subida unilateral na caixa alta,C_REVISAR
progressao-de-saltos-unilaterais,Progressão de saltos unilaterais,D_ORFAO
salto-lateral-unilateral,Salto lateral unilateral,D_ORFAO
salto-unilateral-na-caixa-stride-jump,Salto unilateral na caixa (stride jump),D_ORFAO
salto-unilateral-calcanhar-ao-gluteo,Salto unilateral calcanhar ao glúteo,D_ORFAO
impulsao-unilateral-na-caixa,Impulsão unilateral na caixa,D_ORFAO
agachamento-parcial-rapido-sit-squat,Agachamento parcial rápido (sit squat),D_ORFAO
patinacao,Patinação,D_ORFAO
arrasto-de-treno-com-colete,Arrasto de trenó com colete,D_ORFAO
caminhada-reversa-com-treno-overhead,Caminhada reversa com trenó overhead,D_ORFAO
triceps-frances-com-treno,Tríceps francês com trenó,D_ORFAO
empurrada-de-treno-sled-push,Empurrada de trenó (sled push),D_ORFAO
crucifixo-inverso-com-treno,Crucifixo inverso com trenó,D_ORFAO
marretada-no-pneu,Marretada no pneu,D_ORFAO
elevacao-de-ombros-inclinada-no-smith,Elevação de ombros inclinada no Smith,D_ORFAO
encolhimento-por-tras-no-smith,Encolhimento por trás no Smith,C_REVISAR
supino-fechado-no-smith,Supino fechado no Smith,C_REVISAR
hang-power-clean-no-smith,Hang power clean no Smith,C_REVISAR
leg-press-no-smith,Leg press no Smith,C_REVISAR
remada-alta-unilateral-no-smith,Remada alta unilateral no Smith,C_REVISAR
agachamento-pistol-no-smith,Agachamento pistol no Smith,C_REVISAR
tibial-anterior-no-smith-panturrilha-inversa,Tibial anterior no Smith (panturrilha inversa),D_ORFAO
levantamento-terra-de-arranco,Levantamento terra de arranco,C_REVISAR
puxada-de-arranco-snatch-pull,Puxada de arranco (snatch pull),C_REVISAR
encolhimento-de-arranco,Encolhimento de arranco,C_REVISAR
arranco-dos-blocos,Arranco dos blocos,C_REVISAR
triceps-frances-com-elastico-velocidade,Tríceps francês com elástico (velocidade),C_REVISAR
box-squat-de-velocidade,Box squat de velocidade,C_REVISAR
spell-caster-pendulo-com-halteres,Spell caster (pêndulo com halteres),D_ORFAO
caminhada-aranha-spider-crawl,Caminhada aranha (spider crawl),C_REVISAR
rosca-spider-no-banco-scott,Rosca spider no banco scott,C_REVISAR
clean-com-afastamento-split-clean,Clean com afastamento (split clean),C_REVISAR
arranco-com-afastamento-split-snatch,Arranco com afastamento (split snatch),C_REVISAR
squat-jerk,Squat jerk,C_REVISAR
agachamento-com-elasticos,Agachamento com elásticos,C_REVISAR
agachamento-com-correntes,Agachamento com correntes,D_ORFAO
agachamento-com-deslocamento-de-anilha,Agachamento com deslocamento de anilha,D_ORFAO
desenvolvimento-alternado-em-pe,Desenvolvimento alternado em pé,C_REVISAR
alongamento-de-biceps-em-pe,Alongamento de bíceps em pé,D_ORFAO
desenvolvimento-bradford,Desenvolvimento Bradford,C_REVISAR
elevacao-diagonal-na-polia-lift,Elevação diagonal na polia (lift),D_ORFAO
lenhador-na-polia-wood-chop,Lenhador na polia (wood chop),D_ORFAO
elevacao-frontal-completa-com-halteres,Elevação frontal completa com halteres,C_REVISAR
alongamento-de-quadriceps-com-pe-elevado,Alongamento de quadríceps com pé elevado,C_REVISAR
elevacao-frontal-completa-com-barra,Elevação frontal completa com barra,C_REVISAR
circulos-de-quadril-em-pe,Círculos de quadril em pé,D_ORFAO
alongamento-de-flexores-do-quadril-em-pe,Alongamento de flexores do quadril em pé,C_REVISAR
rosca-aberta-em-pe-biceps-interno,Rosca aberta em pé (bíceps interno),C_REVISAR
flexao-de-perna-em-pe-na-maquina,Flexão de perna em pé na máquina,C_REVISAR
salto-horizontal-parado,Salto horizontal parado,D_ORFAO
elevacao-lateral-cruzada-na-polia-baixa,Elevação lateral cruzada na polia baixa,C_REVISAR
triceps-frances-unilateral-na-polia-baixa,Tríceps francês unilateral na polia baixa,C_REVISAR
rosca-unilateral-na-polia-baixa,Rosca unilateral na polia baixa,C_REVISAR
rosca-unilateral-apoiada-no-banco-inclinado,Rosca unilateral apoiada no banco inclinado,C_REVISAR
desenvolvimento-unilateral-pegada-neutra,Desenvolvimento unilateral pegada neutra,C_REVISAR
desenvolvimento-pegada-neutra-com-halteres,Desenvolvimento pegada neutra com halteres,C_REVISAR
rosca-punho-com-barra-por-tras,Rosca punho com barra por trás,C_REVISAR
bascula-pelvica-em-pe,Báscula pélvica em pé,D_ORFAO
abdominal-em-pe-na-polia-corda,Abdominal em pé na polia (corda),C_REVISAR
triceps-com-toalha-resistencia-do-parceiro,Tríceps com toalha (resistência do parceiro),D_ORFAO
arremesso-de-medicine-ball-por-cima,Arremesso de medicine ball por cima,D_ORFAO
salto-estrela,Salto estrela,C_REVISAR
vacuo-abdominal,Vácuo abdominal,D_ORFAO
elevacao-frontal-deitado-no-banco-inclinado,Elevação frontal deitado no banco inclinado,C_REVISAR
salto-cruzado-na-caixa,Salto cruzado na caixa,D_ORFAO
terra-sumo-com-elasticos,Terra sumô com elásticos,C_REVISAR
terra-sumo-com-correntes,Terra sumô com correntes,C_REVISAR
arremesso-de-peito-deitado,Arremesso de peito deitado,D_ORFAO
arremesso-unilateral-deitado,Arremesso unilateral deitado,D_ORFAO
arremesso-duplo-deitado,Arremesso duplo deitado,D_ORFAO
fallout-no-trx,Fallout no TRX,C_REVISAR
abdominal-inverso-no-trx,Abdominal inverso no TRX,D_ORFAO
tate-press,Tate press,C_REVISAR
virada-de-pneu-tire-flip,Virada de pneu (tire flip),D_ORFAO
rotacao-de-tronco-com-bola,Rotação de tronco com bola,C_REVISAR
alongamento-de-triceps-cruzado,Alongamento de tríceps cruzado,D_ORFAO
abdominal-com-pernas-cruzadas-elevadas,Abdominal com pernas cruzadas elevadas,D_ORFAO
rosca-scott-com-dois-halteres,Rosca scott com dois halteres,C_REVISAR
abraco-das-pernas-sentado,Abraço das pernas sentado,D_ORFAO
alongamento-de-costas-superiores,Alongamento de costas superiores,D_ORFAO
remada-alta-com-elastico,Remada alta com elástico,D_ORFAO
alongamento-para-cima,Alongamento para cima,D_ORFAO
barra-fixa-com-triangulo,Barra fixa com triângulo,D_ORFAO
swing-vertical-com-halter,Swing vertical com halter,C_REVISAR
caminhada-na-esteira,Caminhada na esteira,C_REVISAR
hiperextensao-na-bola-com-anilha,Hiperextensão na bola com anilha,C_REVISAR
flexao-lateral-na-bola-com-anilha,Flexão lateral na bola com anilha,C_REVISAR
mergulho-entre-bancos-com-carga,Mergulho entre bancos com carga,C_REVISAR
abdominal-com-anilha,Abdominal com anilha,C_REVISAR
agachamento-com-salto-e-carga,Agachamento com salto e carga,C_REVISAR
agachamento-sissy-com-anilha,Agachamento sissy com anilha,D_ORFAO
abdominal-com-elastico-no-banco-declinado,Abdominal com elástico no banco declinado,C_REVISAR
agachamento-com-cinto-de-carga-entre-bancos,Agachamento com cinto de carga (entre bancos),D_ORFAO
supino-declinado-aberto,Supino declinado aberto,C_REVISAR
pullover-declinado-com-barra,Pullover declinado com barra,C_REVISAR
rosca-direta-pegada-aberta,Rosca direta pegada aberta,C_REVISAR
agachamento-base-aberta,Agachamento base aberta,C_REVISAR
stiff-base-aberta,Stiff base aberta,C_REVISAR
corrida-no-ar-pendurado-wind-sprints,Corrida no ar pendurado (wind sprints),D_ORFAO
moinho-deitado-windmill,Moinho deitado (windmill),C_REVISAR
o-melhor-alongamento-do-mundo,O melhor alongamento do mundo,D_ORFAO
circulos-de-punho,Círculos de punho,D_ORFAO
rotacoes-de-punho-com-barra,Rotações de punho com barra,D_ORFAO
caminhada-com-yoke,Caminhada com yoke,D_ORFAO
agachamento-zercher,Agachamento Zercher,D_ORFAO
rosca-zottman-no-banco-scott,Rosca Zottman no banco scott,C_REVISAR
